cycle, observation, reward, action, explored, explore_rate, total reward, average reward, time, model size
341, 26640, 3, 8, 1, 0.99956, 752, 2.20528, 7.6e-05, 303717
342, 26769, 3, 3, 1, 0.999559, 755, 2.2076, 6.4e-05, 304789
343, 0, 0, 8, 1, 0.999558, 755, 2.20117, 0.000114, 305713
344, 32769, 3, 5, 1, 0.999557, 758, 2.20349, 6.4e-05, 306263
345, 32841, 3, 2, 1, 0.999556, 761, 2.2058, 6.5e-05, 307285
346, 0, 5, 2, 1, 0.999555, 766, 2.21387, 7.6e-05, 308241
347, 36864, 3, 1, 1, 0.999554, 769, 2.21614, 6.5e-05, 308838
348, 0, 0, 5, 1, 0.999553, 769, 2.20977, 6.4e-05, 309657
349, 32832, 3, 1, 1, 0.999552, 772, 2.21203, 7.8e-05, 310272
350, 0, 0, 0, 1, 0.999551, 772, 2.20571, 6.3e-05, 311085
351, 66048, 3, 3, 1, 0.99955, 775, 2.20798, 6.1e-05, 311709
352, 67104, 3, 0, 1, 0.999549, 778, 2.21023, 7e-05, 312761
353, 0, 0, 0, 1, 0.999548, 778, 2.20397, 6.4e-05, 313580
354, 65664, 3, 6, 1, 0.999547, 781, 2.20621, 6.2e-05, 314115
355, 98448, 3, 0, 1, 0.999546, 784, 2.20845, 6.5e-05, 315141
356, 0, 0, 0, 1, 0.999545, 784, 2.20225, 7e-05, 315925
357, 66048, 3, 6, 1, 0.999544, 787, 2.20448, 6.1e-05, 316436
358, 98832, 3, 3, 1, 0.999543, 790, 2.2067, 6e-05, 317442
359, 0, 5, 0, 1, 0.999542, 795, 2.21448, 6.7e-05, 318444
360, 67584, 3, 8, 1, 0.999541, 798, 2.21667, 6.9e-05, 319108
361, 67617, 3, 7, 1, 0.99954, 801, 2.21884, 6.4e-05, 319871
362, 68133, 3, 0, 1, 0.999539, 804, 2.22099, 6.9e-05, 320977
363, 0, 0, 7, 1, 0.999538, 804, 2.21488, 6.8e-05, 321860
364, 8196, 3, 8, 1, 0.999537, 807, 2.21703, 6.6e-05, 322398
365, 139269, 3, 0, 1, 0.999536, 810, 2.21918, 6.6e-05, 323422
366, 0, 0, 2, 1, 0.999535, 810, 2.21311, 6.7e-05, 324194
367, 4224, 3, 2, 1, 0.999534, 813, 2.21526, 6.4e-05, 324758
368, 0, 0, 2, 1, 0.999533, 813, 2.20924, 6.5e-05, 325558
369, 4128, 3, 4, 1, 0.999532, 816, 2.21138, 6.2e-05, 326020
370, 135456, 3, 4, 1, 0.999531, 819, 2.21351, 7.7e-05, 326977
371, 0, 0, 6, 1, 0.99953, 819, 2.20755, 7.1e-05, 327862
372, 32784, 3, 0, 1, 0.999529, 822, 2.20968, 6.6e-05, 328282
373, 100368, 3, 2, 1, 0.999528, 825, 2.2118, 6.5e-05, 329259
374, 104976, 3, 6, 1, 0.999527, 828, 2.2139, 7.4e-05, 330320
375, 0, 0, 7, 1, 0.999526, 828, 2.208, 6.2e-05, 331251
376, 32772, 3, 1, 1, 0.999525, 831, 2.21011, 5.9e-05, 331763
377, 0, 0, 0, 1, 0.999524, 831, 2.20424, 5.4e-05, 331854
378, 65664, 3, 7, 1, 0.999523, 834, 2.20635, 5.2e-05, 331854
379, 66180, 3, 2, 1, 0.999522, 837, 2.20844, 7.5e-05, 332911
380, 70308, 3, 1, 1, 0.999521, 840, 2.21053, 8.3e-05, 333958
381, 0, 5, 0, 1, 0.99952, 845, 2.21785, 7e-05, 334968
382, 65538, 3, 1, 1, 0.999519, 848, 2.2199, 6e-05, 335817
383, 82050, 3, 3, 1, 0.999518, 851, 2.22193, 6.3e-05, 336867
384, 83082, 3, 8, 1, 0.999517, 854, 2.22396, 7.3e-05, 337948
385, 0, 0, 1, 1, 0.999516, 854, 2.21818, 5.9e-05, 338762
386, 16896, 3, 1, 1, 0.999515, 857, 2.22021, 6.6e-05, 339506
387, 0, 0, 7, 1, 0.999514, 857, 2.21447, 6.7e-05, 340334
388, 132, 3, 0, 1, 0.999513, 860, 2.21649, 6.8e-05, 340923
389, 66180, 3, 8, 1, 0.999512, 863, 2.21851, 6.5e-05, 341912
390, 98949, 3, 8, 1, 0.999511, 866, 2.22051, 7.1e-05, 342981
391, 0, 0, 0, 1, 0.99951, 866, 2.21483, 7.6e-05, 343863
392, 66048, 3, 7, 1, 0.999509, 869, 2.21684, 6.3e-05, 344452
393, 66180, 3, 0, 1, 0.999508, 872, 2.21883, 5.9e-05, 345334
394, 0, 0, 6, 1, 0.999507, 872, 2.2132, 6.5e-05, 346172
395, 528, 3, 0, 1, 0.999506, 875, 2.21519, 0.000116, 346851
396, 74256, 3, 4, 1, 0.999505, 878, 2.21717, 6.6e-05, 347841
397, 0, 0, 8, 1, 0.999504, 878, 2.21159, 7.1e-05, 348622
398, 513, 3, 4, 1, 0.999503, 881, 2.21357, 6.4e-05, 349137
399, 0, 0, 2, 1, 0.999502, 881, 2.20802, 6.3e-05, 349883
400, 4224, 3, 6, 1, 0.999501, 884, 2.21, 6.8e-05, 350372
401, 4752, 3, 6, 1, 0.9995, 887, 2.21197, 7.2e-05, 351397
402, 0, 0, 1, 1, 0.999499, 887, 2.20647, 6.6e-05, 352217
403, 16416, 3, 3, 1, 0.999498, 890, 2.20844, 5.8e-05, 352709
404, 17442, 3, 5, 1, 0.999497, 893, 2.2104, 7e-05, 353722
405, 148578, 3, 6, 1, 0.999496, 896, 2.21235, 7.1e-05, 354788
406, 0, 0, 0, 1, 0.999495, 896, 2.2069, 6.7e-05, 355751
407, 67584, 3, 2, 1, 0.999494, 899, 2.20885, 6.7e-05, 356243
408, 71688, 3, 2, 1, 0.999493, 902, 2.21078, 7.7e-05, 357224
409, 0, 0, 7, 1, 0.999492, 902, 2.20538, 7.6e-05, 358114
410, 8196, 3, 4, 1, 0.999491, 905, 2.20732, 7.6e-05, 358624
411, 8454, 3, 3, 1, 0.99949, 908, 2.20925, 6.4e-05, 359361
412, 42246, 3, 5, 1, 0.999489, 911, 2.21117, 7e-05, 360442
413, 0, 5, 8, 1, 0.999488, 916, 2.21792, 8.1e-05, 361429
414, 9, 3, 7, 1, 0.999487, 919, 2.21981, 7.8e-05, 362292
415, 0, 0, 4, 1, 0.999486, 919, 2.21446, 7.4e-05, 363101
416, 2304, 3, 2, 1, 0.999485, 922, 2.21635, 7.9e-05, 363614
417, 6402, 3, 2, 1, 0.999484, 925, 2.21823, 7.8e-05, 364644
418, 0, 0, 5, 1, 0.999483, 925, 2.21292, 7.1e-05, 365506
419, 2112, 3, 6, 1, 0.999482, 928, 2.2148, 7.5e-05, 366034
420, 2640, 3, 0, 1, 0.999481, 931, 2.21667, 7.6e-05, 367047
421, 68178, 3, 1, 1, 0.99948, 934, 2.21853, 7.4e-05, 368097
422, 84570, 3, 7, 1, 0.999479, 937, 2.22038, 7.4e-05, 369195
423, 0, 0, 8, 1, 0.999478, 937, 2.21513, 0.000129, 370220
424, 33, 3, 4, 1, 0.999477, 940, 2.21698, 8e-05, 370784
425, 8481, 3, 8, 1, 0.999476, 943, 2.21882, 7.8e-05, 371085
426, 0, 0, 4, 1, 0.999475, 943, 2.21362, 8e-05, 371942
427, 384, 3, 7, 1, 0.999474, 946, 2.21546, 8.3e-05, 372408
428, 390, 3, 8, 1, 0.999473, 949, 2.21729, 7.3e-05, 373386
429, 0, 0, 6, 1, 0.999472, 949, 2.21212, 7.1e-05, 374216
430, 144, 3, 4, 1, 0.999471, 952, 2.21395, 6.5e-05, 374823
431, 2448, 3, 1, 1, 0.99947, 955, 2.21578, 6.9e-05, 375818
432, 27024, 3, 7, 1, 0.999469, 958, 2.21759, 6.9e-05, 376851
433, 0, 5, 3, 1, 0.999468, 963, 2.22402, 7.2e-05, 377855
434, 33792, 3, 3, 1, 0.999467, 966, 2.22581, 6.7e-05, 378422
435, 0, 0, 1, 1, 0.999466, 966, 2.22069, 7.1e-05, 379316
436, 18432, 3, 5, 1, 0.999465, 969, 2.22248, 7.9e-05, 379889
437, 26688, 3, 6, 1, 0.999464, 972, 2.22426, 7.1e-05, 380892
438, 27216, 3, 1, 1, 0.999463, 975, 2.22603, 8.1e-05, 381901
439, 0, 0, 0, 1, 0.999462, 975, 2.22096, 7.3e-05, 382803
440, 65538, 3, 0, 1, 0.999461, 978, 2.22273, 7.4e-05, 383427
441, 0, 0, 4, 1, 0.99946, 978, 2.21769, 6.8e-05, 384161
442, 131328, 3, 2, 1, 0.999459, 981, 2.21946, 7.1e-05, 384613
443, 135432, 3, 1, 1, 0.999458, 984, 2.22122, 7.5e-05, 385415
444, 153864, 3, 1, 1, 0.999457, 987, 2.22297, 8.5e-05, 386482
445, 0, 0, 1, 1, 0.999456, 987, 2.21798, 9.3e-05, 387349
446, 16392, 3, 8, 1, 0.999455, 990, 2.21973, 6.7e-05, 387923
447, 16521, 3, 0, 1, 0.999454, 993, 2.22148, 9.5e-05, 388596
448, 84105, 3, 5, 1, 0.999453, 996, 2.22321, 7.4e-05, 389608
449, 0, 0, 0, 1, 0.999452, 996, 2.21826, 6.9e-05, 390498
450, 65568, 3, 4, 1, 0.999451, 999, 2.22, 8.9e-05, 391014
451, 65826, 3, 2, 1, 0.99945, 1002, 2.22173, 7.5e-05, 392077
452, 0, 1, 0, 1, 0.999449, 1003, 2.21903, 8.5e-05, 392941
453, 65664, 3, 7, 1, 0.999448, 1006, 2.22075, 7.3e-05, 393551
454, 66180, 3, 1, 1, 0.999447, 1009, 2.22247, 5.6e-05, 393671
455, 82596, 3, 0, 1, 0.999446, 1012, 2.22418, 7.9e-05, 394693
456, 0, 0, 5, 1, 0.999445, 1012, 2.2193, 8.4e-05, 395578
457, 576, 3, 5, 1, 0.999444, 1015, 2.22101, 6.5e-05, 396140
458, 0, 0, 1, 1, 0.999443, 1015, 2.21616, 8.6e-05, 397007
459, 18432, 3, 7, 1, 0.999442, 1018, 2.21786, 6.6e-05, 397574
460, 18564, 3, 2, 1, 0.999441, 1021, 2.21957, 7.8e-05, 398563
461, 22692, 3, 5, 1, 0.99944, 1024, 2.22126, 8e-05, 399586
462, 0, 0, 1, 1, 0.999439, 1024, 2.21645, 7.4e-05, 400518
463, 18432, 3, 3, 1, 0.999438, 1027, 2.21814, 6.3e-05, 400980
464, 0, 0, 0, 1, 0.999437, 1027, 2.21336, 7.8e-05, 401746
465, 73728, 3, 3, 1, 0.999436, 1030, 2.21505, 9.4e-05, 402260
466, 107520, 3, 3, 1, 0.999435, 1033, 2.21674, 7.4e-05, 403258
467, 0, 0, 8, 1, 0.999434, 1033, 2.21199, 7.2e-05, 404253
468, 129, 3, 8, 1, 0.999433, 1036, 2.21368, 7e-05, 404775
469, 0, 0, 1, 1, 0.999432, 1036, 2.20896, 6.6e-05, 405610
470, 16392, 3, 7, 1, 0.999431, 1039, 2.21064, 6.1e-05, 406184
471, 0, 0, 1, 1, 0.99943, 1039, 2.20594, 7.9e-05, 406982
472, 16386, 3, 8, 1, 0.999429, 1042, 2.20763, 7.7e-05, 407527
473, 0, 0, 7, 1, 0.999428, 1042, 2.20296, 8.6e-05, 408353
474, 131076, 3, 1, 1, 0.999427, 1045, 2.20464, 7e-05, 408958
475, 147972, 3, 2, 1, 0.999426, 1048, 2.20632, 8.5e-05, 409968
476, 152196, 3, 0, 1, 0.999425, 1051, 2.20798, 8.6e-05, 411019
477, 0, 0, 1, 1, 0.999424, 1051, 2.20335, 7.5e-05, 411893
478, 18432, 3, 0, 1, 0.999423, 1054, 2.20502, 7e-05, 412430
479, 84480, 3, 0, 1, 0.999422, 1057, 2.20668, 7.8e-05, 413365
480, 0, 0, 4, 1, 0.999421, 1057, 2.20208, 7.9e-05, 414230
481, 264, 3, 3, 1, 0.99942, 1060, 2.20374, 7e-05, 414776
482, 132360, 3, 6, 1, 0.999419, 1063, 2.20539, 7.5e-05, 415734
483, 132378, 3, 7, 1, 0.999418, 1066, 2.20704, 8.4e-05, 416825
484, 0, 0, 8, 1, 0.999417, 1066, 2.20248, 8.7e-05, 417748
485, 513, 3, 8, 1, 0.999416, 1069, 2.20412, 6.6e-05, 418281
486, 0, 0, 7, 1, 0.999415, 1069, 2.19959, 6.7e-05, 419152
487, 6, 3, 4, 1, 0.999414, 1072, 2.20123, 7.1e-05, 420011
488, 390, 3, 3, 1, 0.999413, 1075, 2.20287, 7.3e-05, 420979
489, 1446, 3, 4, 1, 0.999412, 1078, 2.2045, 6.9e-05, 422014
490, 0, 0, 1, 1, 0.999411, 1078, 2.2, 8.4e-05, 422854
491, 16416, 3, 8, 1, 0.99941, 1081, 2.20163, 6.6e-05, 423412
492, 24609, 3, 8, 1, 0.999409, 1084, 2.20325, 6.4e-05, 424367
493, 0, 0, 2, 1, 0.999408, 1084, 2.19878, 7.1e-05, 425213
494, 4608, 3, 0, 1, 0.999407, 1087, 2.2004, 8.5e-05, 425905
495, 72192, 3, 6, 1, 0.999406, 1090, 2.20202, 8.7e-05, 426846
496, 72210, 3, 3, 1, 0.999405, 1093, 2.20363, 7.6e-05, 427909
497, 0, 0, 3, 1, 0.999404, 1093, 2.1992, 7e-05, 428856
498, 9216, 3, 3, 1, 0.999403, 1096, 2.2008, 8.2e-05, 429384
499, 0, 0, 1, 1, 0.999402, 1096, 2.19639, 9e-05, 430318
500, 147456, 3, 0, 1, 0.999401, 1099, 2.198, 5.9e-05, 430829
501, 0, 0, 6, 1, 0.9994, 1099, 2.19361, 6.2e-05, 431553
502, 8208, 3, 6, 1, 0.999399, 1102, 2.19522, 7e-05, 432177
503, 0, 0, 5, 1, 0.999398, 1102, 2.19085, 8.1e-05, 433113
504, 131136, 3, 6, 1, 0.999397, 1105, 2.19246, 8.2e-05, 433721
505, 131664, 3, 1, 1, 0.999396, 1108, 2.19406, 8.4e-05, 434735
506, 0, 1, 6, 1, 0.999395, 1109, 2.1917, 7.9e-05, 435532
507, 144, 3, 7, 1, 0.999394, 1112, 2.19329, 8.1e-05, 436099
508, 8340, 3, 1, 1, 0.999393, 1115, 2.19488, 8.2e-05, 437112
509, 0, 1, 6, 1, 0.999392, 1116, 2.19253, 6.8e-05, 437948
510, 144, 3, 1, 1, 0.999391, 1119, 2.19412, 7.1e-05, 438473
511, 17040, 3, 0, 1, 0.99939, 1122, 2.19569, 7.6e-05, 439459
512, 90768, 3, 2, 1, 0.999389, 1125, 2.19727, 6.9e-05, 440433
513, 0, 0, 3, 1, 0.999388, 1125, 2.19298, 9.1e-05, 441315
514, 1056, 3, 5, 1, 0.999387, 1128, 2.19455, 8.4e-05, 441810
515, 9312, 3, 6, 1, 0.999386, 1131, 2.19612, 7.5e-05, 442798
516, 0, 0, 6, 1, 0.999385, 1131, 2.19186, 7.5e-05, 443689
517, 8208, 3, 6, 1, 0.999384, 1134, 2.19342, 7.1e-05, 444158
518, 0, 0, 2, 1, 0.999383, 1134, 2.18919, 5.6e-05, 444249
519, 4104, 3, 7, 1, 0.999382, 1137, 2.19075, 7.5e-05, 444788
520, 0, 0, 7, 1, 0.999381, 1137, 2.18654, 6.7e-05, 444879
521, 516, 3, 1, 1, 0.99938, 1140, 2.1881, 7.5e-05, 445428
522, 17028, 3, 5, 1, 0.999379, 1143, 2.18966, 8.5e-05, 446416
523, 0, 0, 8, 1, 0.999378, 1143, 2.18547, 8.4e-05, 447276
524, 33, 3, 8, 1, 0.999377, 1146, 2.18702, 6.3e-05, 447816
525, 0, 0, 2, 1, 0.999376, 1146, 2.18286, 7.1e-05, 448605
526, 4224, 3, 5, 1, 0.999375, 1149, 2.18441, 7.4e-05, 449126
527, 0, 0, 6, 1, 0.999374, 1149, 2.18027, 7.5e-05, 450065
528, 131088, 3, 5, 1, 0.999373, 1152, 2.18182, 6.8e-05, 450585
529, 131664, 3, 8, 1, 0.999372, 1155, 2.18336, 8.3e-05, 451614
530, 164433, 3, 3, 1, 0.999371, 1158, 2.18491, 7.4e-05, 452665
531, 0, 1, 1, 1, 0.99937, 1159, 2.18267, 7.7e-05, 453661
532, 147456, 3, 7, 1, 0.999369, 1162, 2.18421, 9e-05, 454223
533, 147492, 3, 6, 1, 0.999368, 1165, 2.18574, 8.6e-05, 455253
534, 0, 0, 2, 1, 0.999367, 1165, 2.18165, 7.4e-05, 456131
535, 4128, 3, 6, 1, 0.999366, 1168, 2.18318, 6.7e-05, 456692
536, 0, 0, 1, 1, 0.999365, 1168, 2.1791, 9.1e-05, 457508
537, 18432, 3, 1, 1, 0.999364, 1171, 2.18063, 6.1e-05, 457961
538, 0, 0, 4, 1, 0.999363, 1171, 2.17658, 8e-05, 458797
539, 8448, 3, 3, 1, 0.999362, 1174, 2.17811, 7.7e-05, 459316
540, 42240, 3, 6, 1, 0.999361, 1177, 2.17963, 7.6e-05, 460305
541, 0, 1, 2, 1, 0.99936, 1178, 2.17745, 8.7e-05, 461241
542, 6144, 3, 3, 1, 0.999359, 1181, 2.17897, 8.1e-05, 461861
543, 0, 0, 0, 1, 0.999358, 1181, 2.17495, 7e-05, 462786
544, 73728, 3, 3, 1, 0.999357, 1184, 2.17647, 6.8e-05, 463230
545, 74880, 3, 7, 1, 0.999356, 1187, 2.17798, 7e-05, 463719
546, 75396, 3, 2, 1, 0.999355, 1190, 2.17949, 7.6e-05, 464749
547, 0, 0, 6, 1, 0.999354, 1190, 2.1755, 8.4e-05, 465631
548, 131088, 3, 1, 1, 0.999353, 1193, 2.17701, 7.8e-05, 466075
549, 149520, 3, 7, 1, 0.999352, 1196, 2.17851, 7.8e-05, 467050
550, 150036, 3, 8, 1, 0.999351, 1199, 2.18, 8.5e-05, 468092
551, 0, 5, 1, 1, 0.99935, 1204, 2.18512, 7e-05, 469066
552, 24576, 3, 0, 1, 0.999349, 1207, 2.18659, 7.8e-05, 469687
553, 90624, 3, 3, 1, 0.999348, 1210, 2.18807, 7.9e-05, 470622
554, 91776, 3, 1, 1, 0.999347, 1213, 2.18953, 7.9e-05, 471644
555, 0, 0, 0, 1, 0.999346, 1213, 2.18559, 7.6e-05, 472574
556, 65664, 3, 6, 1, 0.999345, 1216, 2.18705, 6.9e-05, 473067
557, 73872, 3, 7, 1, 0.999344, 1219, 2.18851, 6.9e-05, 473329
558, 75924, 3, 5, 1, 0.999343, 1222, 2.18996, 7e-05, 474365
559, 0, 0, 8, 1, 0.999342, 1222, 2.18605, 9e-05, 475311
560, 8193, 3, 4, 1, 0.999341, 1225, 2.1875, 6.3e-05, 475794
561, 8577, 3, 2, 1, 0.99934, 1228, 2.18895, 0.000145, 476808
562, 0, 0, 5, 1, 0.999339, 1228, 2.18505, 8.6e-05, 477656
563, 576, 3, 0, 1, 0.999338, 1231, 2.1865, 6.2e-05, 478145
564, 66114, 3, 2, 1, 0.999337, 1234, 2.18794, 0.000113, 479109
565, 72258, 3, 1, 1, 0.999336, 1237, 2.18938, 8.5e-05, 480150
566, 0, 5, 0, 1, 0.999335, 1242, 2.19435, 6.3e-05, 481068
567, 65568, 3, 4, 1, 0.999334, 1245, 2.19577, 7.2e-05, 481655
568, 65952, 3, 7, 1, 0.999333, 1248, 2.19718, 6.3e-05, 482527
569, 74148, 3, 0, 1, 0.999332, 1251, 2.19859, 8.1e-05, 483539
570, 0, 0, 6, 1, 0.999331, 1251, 2.19474, 6.5e-05, 484364
571, 32784, 3, 1, 1, 0.99933, 1254, 2.19615, 6.6e-05, 484845
572, 0, 0, 7, 1, 0.999329, 1254, 2.19231, 6.9e-05, 485619
573, 131076, 3, 5, 1, 0.999328, 1257, 2.19372, 5.8e-05, 486128
574, 139332, 3, 6, 1, 0.999327, 1260, 2.19512, 7e-05, 487100
575, 139860, 3, 5, 1, 0.999326, 1263, 2.19652, 7.3e-05, 488175
576, 0, 0, 2, 1, 0.999325, 1263, 2.19271, 6.6e-05, 489057
577, 4104, 3, 1, 1, 0.999324, 1266, 2.19411, 5.8e-05, 489617
578, 20490, 3, 2, 1, 0.999323, 1269, 2.1955, 6.4e-05, 490660
579, 0, 0, 1, 1, 0.999322, 1269, 2.19171, 6.7e-05, 491515
580, 16512, 3, 0, 1, 0.999321, 1272, 2.1931, 6.8e-05, 492081
581, 82056, 3, 3, 1, 0.99932, 1275, 2.19449, 6.8e-05, 493078
582, 83592, 3, 6, 1, 0.999319, 1278, 2.19588, 6.6e-05, 494111
583, 0, 5, 3, 1, 0.999318, 1283, 2.20069, 8e-05, 495100
584, 1026, 3, 5, 1, 0.999317, 1286, 2.20205, 7.7e-05, 496014
585, 132162, 3, 5, 1, 0.999316, 1289, 2.20342, 7.7e-05, 496976
586, 0, 0, 6, 1, 0.999315, 1289, 2.19966, 7.8e-05, 497867
587, 8208, 3, 3, 1, 0.999314, 1292, 2.20102, 6.2e-05, 498400
588, 9360, 3, 6, 1, 0.999313, 1295, 2.20238, 6.8e-05, 499403
589, 0, 0, 3, 1, 0.999312, 1295, 2.19864, 6.6e-05, 500243
590, 1032, 3, 8, 1, 0.999311, 1298, 2.2, 7.6e-05, 500789
591, 1545, 3, 5, 1, 0.99931, 1301, 2.20135, 6.3e-05, 500867
592, 1641, 3, 2, 1, 0.999309, 1304, 2.2027, 7.4e-05, 501918
593, 0, 5, 5, 1, 0.999308, 1309, 2.20742, 6.7e-05, 502788
594, 2112, 3, 4, 1, 0.999307, 1312, 2.20875, 6.2e-05, 503460
595, 35136, 3, 8, 1, 0.999306, 1315, 2.21008, 7.2e-05, 504479
596, 166209, 3, 2, 1, 0.999305, 1318, 2.21141, 6.9e-05, 505543
597, 0, 5, 8, 1, 0.999304, 1323, 2.21608, 6.5e-05, 506530
598, 129, 3, 1, 1, 0.999303, 1326, 2.21739, 6.6e-05, 507166
599, 17025, 3, 7, 1, 0.999302, 1329, 2.2187, 7.7e-05, 508160
600, 0, 1, 8, 1, 0.999301, 1330, 2.21667, 8.3e-05, 509068
601, 33, 3, 8, 1, 0.9993, 1333, 2.21797, 6.9e-05, 509680
602, 0, 0, 7, 1, 0.999299, 1333, 2.21429, 6.4e-05, 509800
603, 2052, 3, 0, 1, 0.999298, 1336, 2.21559, 6.8e-05, 510442
604, 67620, 3, 3, 1, 0.999297, 1339, 2.21689, 6.9e-05, 511422
605, 0, 0, 3, 1, 0.999296, 1339, 2.21322, 6.6e-05, 512319
606, 9216, 3, 4, 1, 0.999295, 1342, 2.21452, 6.6e-05, 512739
607, 9600, 3, 2, 1, 0.999294, 1345, 2.21582, 7.1e-05, 513733
608, 0, 0, 6, 1, 0.999293, 1345, 2.21217, 6.4e-05, 514626
609, 18, 3, 4, 1, 0.999292, 1348, 2.21346, 7.6e-05, 515168
610, 2322, 3, 3, 1, 0.999291, 1351, 2.21475, 8.6e-05, 516168
611, 0, 0, 0, 1, 0.99929, 1351, 2.21113, 6.4e-05, 516972
612, 65568, 3, 1, 1, 0.999289, 1354, 2.21242, 8.1e-05, 517266
613, 82080, 3, 8, 1, 0.999288, 1357, 2.2137, 7.8e-05, 518247
614, 82593, 3, 4, 1, 0.999287, 1360, 2.21498, 6.8e-05, 519284
615, 0, 0, 7, 1, 0.999286, 1360, 2.21138, 8.3e-05, 520211
616, 132, 3, 1, 1, 0.999285, 1363, 2.21266, 7.1e-05, 520777
617, 16548, 3, 8, 1, 0.999284, 1366, 2.21394, 7.1e-05, 521728
618, 24741, 3, 2, 1, 0.999283, 1369, 2.21521, 7.5e-05, 522762
619, 0, 0, 6, 1, 0.999282, 1369, 2.21163, 6.4e-05, 523507
620, 2064, 3, 2, 1, 0.999281, 1372, 2.2129, 7.1e-05, 523894
621, 38928, 3, 4, 1, 0.99928, 1375, 2.21417, 6.6e-05, 524913
622, 0, 5, 8, 1, 0.999279, 1380, 2.21865, 7e-05, 525892
623, 33, 3, 0, 1, 0.999278, 1383, 2.2199, 6.2e-05, 526452
624, 65577, 3, 2, 1, 0.999277, 1386, 2.22115, 7.1e-05, 527443
625, 69801, 3, 1, 1, 0.999276, 1389, 2.2224, 7.2e-05, 528467
626, 0, 5, 4, 1, 0.999275, 1394, 2.22684, 6.4e-05, 529343
627, 264, 3, 6, 1, 0.999274, 1397, 2.22807, 6.7e-05, 529959
628, 131352, 3, 1, 1, 0.999273, 1400, 2.2293, 7.7e-05, 530908
629, 149784, 3, 0, 1, 0.999272, 1403, 2.23052, 6.6e-05, 531921
630, 0, 0, 4, 1, 0.999271, 1403, 2.22698, 8e-05, 532706
631, 288, 3, 0, 1, 0.99927, 1406, 2.22821, 6.6e-05, 533216
632, 98592, 3, 5, 1, 0.999269, 1409, 2.22943, 6.9e-05, 534170
633, 98658, 3, 8, 1, 0.999268, 1412, 2.23065, 7.4e-05, 535188
634, 0, 0, 2, 1, 0.999267, 1412, 2.22713, 7e-05, 536029
635, 4608, 3, 2, 1, 0.999266, 1415, 2.22835, 5.9e-05, 536533
636, 0, 0, 2, 1, 0.999265, 1415, 2.22484, 6.9e-05, 537406
637, 4608, 3, 3, 1, 0.999264, 1418, 2.22606, 6e-05, 537901
638, 5664, 3, 6, 1, 0.999263, 1421, 2.22727, 6.9e-05, 538898
639, 0, 0, 8, 1, 0.999262, 1421, 2.22379, 6.6e-05, 539787
640, 513, 3, 0, 1, 0.999261, 1424, 2.225, 6.3e-05, 540291
641, 98817, 3, 2, 1, 0.99926, 1427, 2.22621, 8.3e-05, 541261
642, 104961, 3, 8, 1, 0.999259, 1430, 2.22741, 8.3e-05, 542295
643, 0, 0, 1, 1, 0.999258, 1430, 2.22395, 7.2e-05, 543190
644, 18432, 3, 5, 1, 0.999257, 1433, 2.22516, 7.2e-05, 543689
645, 18528, 3, 8, 1, 0.999256, 1436, 2.22636, 6.8e-05, 544355
646, 26721, 3, 7, 1, 0.999255, 1439, 2.22755, 6.8e-05, 545360
647, 0, 1, 2, 1, 0.999254, 1440, 2.22566, 8.3e-05, 546311
648, 4224, 3, 7, 1, 0.999253, 1443, 2.22685, 7.5e-05, 546877
649, 6276, 3, 5, 1, 0.999252, 1446, 2.22804, 6.7e-05, 547250
650, 0, 0, 4, 1, 0.999251, 1446, 2.22462, 8.4e-05, 548159
651, 131328, 3, 6, 1, 0.99925, 1449, 2.22581, 7.3e-05, 548689
652, 131472, 3, 1, 1, 0.999249, 1452, 2.22699, 8.6e-05, 549639
653, 147858, 3, 8, 1, 0.999248, 1455, 2.22818, 8.9e-05, 550679
654, 0, 0, 7, 1, 0.999247, 1455, 2.22477, 8.3e-05, 551540
655, 2052, 3, 2, 1, 0.999246, 1458, 2.22595, 6.5e-05, 552065
656, 137220, 3, 5, 1, 0.999245, 1461, 2.22713, 0.000121, 553049
657, 137286, 3, 7, 1, 0.999244, 1464, 2.22831, 8.1e-05, 554070
658, 0, 0, 7, 1, 0.999243, 1464, 2.22492, 8e-05, 554994
659, 2052, 3, 5, 1, 0.999242, 1467, 2.2261, 7.8e-05, 555453
660, 133188, 3, 8, 1, 0.999241, 1470, 2.22727, 7.7e-05, 556418
661, 141381, 3, 2, 1, 0.99924, 1473, 2.22844, 7.8e-05, 557456
662, 0, 0, 1, 1, 0.999239, 1473, 2.22508, 7.6e-05, 558308
663, 18432, 3, 3, 1, 0.999238, 1476, 2.22624, 8.3e-05, 558843
664, 0, 0, 7, 1, 0.999237, 1476, 2.22289, 6.3e-05, 558934
665, 6, 3, 2, 1, 0.999236, 1479, 2.22406, 9.3e-05, 559503
666, 4614, 3, 3, 1, 0.999235, 1482, 2.22523, 8.6e-05, 560484
667, 5766, 3, 4, 1, 0.999234, 1485, 2.22639, 0.000108, 561497
668, 0, 0, 3, 1, 0.999233, 1485, 2.22305, 8.9e-05, 562401
669, 1056, 3, 1, 1, 0.999232, 1488, 2.22422, 7.7e-05, 562917
670, 17952, 3, 1, 1, 0.999231, 1491, 2.22537, 7.8e-05, 563692
671, 0, 0, 0, 1, 0.99923, 1491, 2.22206, 8.8e-05, 564583
672, 65664, 3, 6, 1, 0.999229, 1494, 2.22321, 7.4e-05, 565056
